Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Size,Founded,Type of ownership,Industry,Sector,Revenue,hourly,employer_provided,min_salary,max_salary,avg_salary,company_txt,job_state,age,python_yn,R_yn,spark_yn,aws_yn,excel_yn,sql_yn,sas_yn,d3js_yn,julia_yn,jupyter_yn,keras_yn,matlab_yn,matplotlib_yn,pytorch_yn,scikit_yn,tensor_yn,weka_yn,selenium_yn,hadoop_yn,tableau_yn,bi_yn,bigml_yn,rapidminer_yn,flink_yn,datarobot_yn,hana_yn,mongo_yn,trifacta_yn,minitab_yn,kafka_yn,microstrategy_yn,google_an_yn,spss_yn,job_simp,seniority_by_title,seniority_by_description,seniority,desc_len,desc_len_words
Sr Data Scientist,Employer Provided Salary:$140K - $180K,"company description  public storage is recognized as one of america’s best large employers in 2022 by forbes and our employees have also voted us as a great place to work, having best career growth, ranked us in the top 5% for work culture, and in the top 10% for diversity and inclusion. with more than 2,800 locations nationwide, public storage is the leader in the self-storage industry, and given our number of tenants, we may very well be the world's largest landlord. we've experienced unprecedented growth over the past four decades, and it's in no small part due to the dedicated team that has helped us become an s&p 500 industry leader, the country's largest real estate investment trust (reit), and the most recognizable name in self-storage.",2.9,"Public Storage
2.9","Glendale, CA",5001 to 10000 Employees,1972,Company - Public,Real Estate,Real Estate,$1 to $5 billion (USD),0,1,140.0,180.0,160.0,Public Storage,CA,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,sr,na,sr,753,128
Data Scientist,$90K - $127K (Glassdoor est.),"remote - louisville, ky bamboo health is a leader in cloud-based care coordination software and analytics solutions focused on patients with complex needs, including those suffering from physical health and mental health issues and substance use disorders. we are driven by our mission of enabling better care for patients across the continuum. our software solutions help healthcare professionals collaborate on shared patients across the spectrum of care. join us in improving healthcare for all! summary: the data scientist will live and breathe data and be excited about building user-facing data products. they will work with the product development team, health data science team, other internal stakeholders, and external stakeholders to develop data-driven solutions powered by our unique data pipeline. the data scientist will excel at creative problem solving, cross-team collaboration, and thinking independently about how to utilize data to address the challenges our customers face.",3.4,"Bamboo Health
3.4","Louisville, KY",201 to 500 Employees,1994,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,0,0,90.0,127.0,108.5,Bamboo Health,KY,29,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,na,na,na,995,145
Sr. Data Scientist,Employer Provided Salary:$97K - $146K,"sr. data scientist location: torrance, ca workstyle: remote what makes a honda, is who makes a honda honda has a clear vision for the future, and it’s a joyful one. we are looking for individuals with the skills, courage, persistence, and dreams that will help us reach our future-focused goals. at our core is innovation. honda is constantly innovating and developing solutions to drive our business with record success. we strive to be a company which serves as a source of “power” that supports people around the world who are trying to do things based on their own initiative and that helps people expand their own potential. to this end, honda strives to realize “the joy and freedom of mobility” by developing new technologies and an innovative approach to achieve a “zero environmental footprint.”",3.3,"American Honda Motor Co
3.3",California,10000+ Employees,1959,Subsidiary or Business Segment,Transportation Equipment Manufacturing,Manufacturing,$10+ billion (USD),0,1,97.0,146.0,121.5,American Honda Motor Co,California,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,sr,na,sr,804,134
"Senior Manager, Data Science",Employer Provided Salary:$172K - $285K,"about foursquare foursquare is the leading independent location technology and data cloud platform dedicated to building meaningful bridges between digital spaces and physical places. our proprietary technology unlocks the most accurate, trustworthy location data in the world, empowering businesses to answer key questions, uncover hidden insights, improve customer experiences, and achieve better business outcomes. a pioneer of the geo-location space, foursquare’s location tech stack is being utilized by the world’s largest enterprises and most recognizable brands. foursquare is looking for a senior manager, data science to join our team! about the team: the movements team sits at the intersection of data science, product and engineering. we are responsible for creating and maintaining algorithms that power “movements and visits”, the contextual understanding of what people are actually doing as they move through the physical world. our engineers and data scientists are heroes of big data: operating, monitoring, maintaining and improving data pipelines for 250 million monthly active users and owning a system that ingests 5 billion new location readings every day.",3.6,"Foursquare
3.6","San Francisco, CA",201 to 500 Employees,2009,Company - Private,Internet & Web Services,Information Technology,Unknown / Non-Applicable,0,1,172.0,285.0,228.5,Foursquare,CA,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,sr,na,sr,1180,170
Sr. Data Scientist,Employer Provided Salary:$100K - $150K,"medeanalytics is a leader in healthcare analytics, providing innovative solutions that enable measurable impact for healthcare payers and providers. with the most advanced data orchestration in healthcare, payers and providers count on us to deliver actionable insights that improve financial, operational, and clinical outcomes. to date, we've helped uncover millions of dollars in savings annually. the senior data scientist will produce innovative solutions driven by exploratory data analysis from complex and high-dimensional data sets. the senior data scientist uses a flexible, analytical approach to design, develop, evaluate, and deploy robust solutions leveraging innovations in data science, machine learning, and predictive modeling techniques. to do this job successfully, you need exceptional skills in statistics, data modeling, advanced mathematics, and programming. the senior data scientist should be able to independently complete responsibilities.",3.0,"MedeAnalytics
3.0","Dallas, TX",201 to 500 Employees,1993,Subsidiary or Business Segment,Enterprise Software & Network Solutions,Information Technology,$25 to $100 million (USD),0,1,100.0,150.0,125.0,MedeAnalytics,TX,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,sr,na,sr,967,130
Sr. Data Scientist,$113K - $154K (Glassdoor est.),"octo, an ibm company, is an industry-leading, award-winning provider of technical solutions for the federal government. at octo, we specialize in providing agile software engineering, user experience design, cloud services, and digital strategy services that address government's most pressing missions. octo delivers intelligent solutions and rapid results, yielding lower costs and measurable outcomes. our team is what makes octo great. at octo you'll work beside some of the smartest and most accomplished staff you'll find in your career. octo offers fantastic benefits and an amazing workplace culture where you will feel valued while you perform mission critical work for our government. voted one of the region’s best places to work multiple times, octo is an employer of choice!",4.2,"Octo
4.2","Reston, VA",1001 to 5000 Employees,2006,Company - Private,Information Technology Support Services,Information Technology,$100 to $500 million (USD),0,0,113.0,154.0,133.5,Octo,VA,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,sr,na,sr,787,118
Sr Data Scientist,$111K - $147K (Glassdoor est.),"description position summary biomerieux’s data science group is looking for a lead data scientist to help develop solutions for the next generation product concepts that will have a direct impact on the future of medical diagnostics.  the position involves all aspects of feasibility and design work focused on the application of mathematical techniques, data analytics, experiment design, algorithm design and statistical analysis to drive concepts from ideation through feasibility and into development. algorithm design will involve statistical and machine learning methodologies from design to optimization. additionally the data scientist will be required to support currently launched products, including manufacturing process development, quality analytics, product evolution and change requests.      bs degree in mathematics, applied mathematics, statistics, data science, biomedical, electrical or computer science with 10+ years of work experience or higher. preferred: m.s. degree with 7+ years of work experience or phd. with 2+ years of relevant work experience.",4.0,"bioMerieux SA
4.1","Hazelwood, MO",10000+ Employees,1963,Company - Public,Biotech & Pharmaceuticals,Pharmaceutical & Biotechnology,$1 to $5 billion (USD),0,0,111.0,147.0,129.0,bioMerieux SA,MO,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,sr,na,sr,1076,154
Sr Data Scientist,$98K - $135K (Glassdoor est.),"our maritz team is adding a sr. data scientist to the group!  the sr. data scientist will leverage statistical analysis, causal inference, machine learning, data visualization, strategic thinking, behavioral science, and data storytelling to create value for maritz clients.  this person will work intimately with the client success and data engineering teams to complete projects and ensure client satisfaction. the ideal candidate would be able to identify and solve data science problems, communicate solutions to non-technical stakeholders, and own relationships with clients.  primary responsibilities  30% - owns relationships with internal and external stakeholders. works with client and sales teams to develop account strategies and deliver client solutions. mentors junior team members to develop their data science and data analysis skills. presents findings and recommendations to c-level clients in face-to-face meetings, emphasizing data-driven strategic insights to drive business performance.",3.9,"Maritz Inc.
3.9","Fenton, MO",1001 to 5000 Employees,1894,Company - Private,Advertising & Public Relations,Media & Communication,$1 to $5 billion (USD),0,0,98.0,135.0,116.5,Maritz Inc.,MO,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,sr,na,sr,1008,142
Senior Product Manager,$113K - $155K (Glassdoor est.),"Our product teams solve hard problems – customer problems and business problems –in ways that our customers love and yet work for our business. Our product teams are cross-functional and durable, generally comprised of a product manager, a product designer, and several engineers. We staff our product teams with the skills necessary to come up with effective solutions that are valuable (our customers choose to buy or use), viable (the solution works within the many constraints of the business), usable (the user can figure out how to use) and feasible (our engineers have the skills and technology to implement). Our product manager must contribute to her product team a solid knowledge of the various constraints of the business – constraints from marketing, sales, service, finance, legal, and privacy are typical examples. The product manager must also contribute to the product team a deep knowledge of our users and customers, and the data about how our customers engage with our products. Finally, our product managers are expected to track industry trends and the competitive landscape as they pertain to her product. We look for product managers that understand that consistent innovation is the result of each member of the product team contributing their passion and their ideas. The product manager must collaborate closely with her product designer and engineers to discover effective solutions, and then work together to deliver those solutions to market. Our product managers are not afraid of signing up for results, even when this means they must work through others to achieve the necessary results. You will need to be able to influence your teammates, as well as colleagues, stakeholders, and key executives, through your use of data and logic.",3.5,"Bloomberg BNA
3.4","Arlington, VA",1001 to 5000 Employees,1929,Company - Private,Publishing,Media & Communication,$100 to $500 million (USD),0,0,113.0,155.0,134.0,Bloomberg BNA,VA,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,manager,sr,na,sr,1767,282
Sr Data Scientist,Employer Provided Salary:$110K,"about the team: the vizio unified data team is looking for a highly talented and motivated data scientist to help deliver strategic initiatives across the organization. we look for people who can effectively partner with product management, engineering, and business leaders to deliver easy, effective, and insightful analytics. we are a growing team, focusing on challenging problems that make a difference to our business. we concentrate on high- impact, high-value development, and analysis. we are looking for someone who is versatile, methodical, excited by modern technology and enjoys focusing on tackling software challenges.  the position is for onsite at our denver location. what you will do: work cross-functionally with product managers and stake holders across the company to gather feedback and requirements. about you: about vizio:",2.4,"VIZIO, Inc.
2.4","Denver, CO",501 to 1000 Employees,2002,Company - Public,Computer Hardware Development,Information Technology,$1 to $5 billion (USD),0,1,110.0,110.0,110.0,"VIZIO, Inc.",CO,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,sr,na,sr,847,127
Supply Chain Consultant - Sr. Data Scientist,$87K - $121K (Glassdoor est.),"supply chain consultant - sr. data scientist job description you’re not the person who will settle for just any role. neither are we. because we’re out to create better care for a better world, and that takes a certain kind of person and teams who care about making a difference. here, you’ll bring your professional expertise, talent, and drive to building and managing our portfolio of iconic, ground-breaking brands. in this role, you’ll help us deliver better care for billions of people around the world. it starts with you. the supply chain operating office senior data scientist is accountable to develop data-driven decision-making insights for the kcna supply chain end-to-end operations and focus on process mining and analytics to ensure supply chain business process and technology capabilities are effective and efficient. the senior data scientist role will deliver advanced analytics methodologies, development and insights to drive successful transformational activities across all areas of supply chain. usa-wi-neenah employee regular full time",4.1,"Kimberly-Clark
4.1","Neenah, WI",10000+ Employees,1872,Company - Public,Consumer Product Manufacturing,Manufacturing,$10+ billion (USD),0,0,87.0,121.0,104.0,Kimberly-Clark,WI,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,sr,na,sr,1061,160
Sr. Data Engineer (Remote),Employer Provided Salary:$105K - $195K,"#wearecrowdstrike and our mission is to stop breaches. as a global leader in cybersecurity, our team changed the game. since our inception, our market leading cloud-native platform has offered unparalleled protection against the most sophisticated cyberattacks. we’re looking for people with limitless passion, a relentless focus on innovation and a fanatical commitment to the customer to join us in shaping the future of cybersecurity. consistently recognized as a top workplace, crowdstrike is committed to cultivating an inclusive, remote-first culture that offers people the autonomy and flexibility to balance the needs of work and life while taking their career to the next level. interested in working for a company that sets the standard and leads with integrity? join us on a mission that matters - one team, one fight. about the role: we are looking to hire a data engineer for the data engineering team at crowdstrike. the data engineering team operates within the data science organization, and provides the necessary pipelines, infrastructure, and automation for data scientist to train and evaluate models and allow users to analyze and act on vast quantities of data effortlessly. the team has one of the most critical roles to play in ensuring our products are best-in-class in the industry. you will interact with product managers, data scientist, and other engineers in building both internal and external facing services.  crowdstrike, inc. is committed to fair and equitable compensation practices. the base salary range for this position in the u.s. is $105,000 - $195,000 per year + variable/incentive compensation + equity + benefits. a candidate’s salary is determined by various factors including, but not limited to, relevant work experience, skills, certifications and location.",4.3,"CrowdStrike
4.3",Remote,1001 to 5000 Employees,2011,Company - Public,Enterprise Software & Network Solutions,Information Technology,$500 million to $1 billion (USD),0,1,105.0,195.0,150.0,CrowdStrike,Remote,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data engineer,sr,na,sr,1806,278
Data Scientist,$96K - $135K (Glassdoor est.),"job id: 2003041 career area: sales & marketing job category: salaried location: headquarters & technology center – auburn hills 48326, us date posted: september 11, 2023 brand: fca group  refer a friend  job overview qualifications  within the commercial analytics area, we leverage cutting edge technologies to allow us to deliver exceptional customer experiences. significant challenges and opportunities await those who join us in this newly created division of fca. we are on the threshold of the biggest revolution in personal transportation. we need great people who share our passions.  everything you do — and learn — will be leading to the future at stellantis is a place where people are empowered to drive change, where bold challenges are taken on and an entrepreneurial spirit is ever present. our culture never settles on the status quo; rather, collaboration, curiosity, and unconventional thinking. every employee, regardless of position in the company, is expected to drive change and lead people.  we employ five key leadership principles that reflect our core values and provide the foundation for the cultural transformation of our workforce: we are a meritocracy. leadership is a function of leading change and leading people. we embrace and cherish competition. we aim to achieve best-in-class performance. we deliver what we promise.  stellantis is looking to hire a senior data science. this position will play a pivotal role in the design, development, and application of analytic practices within business analytics, supporting the delivery of data science and machine learning-based projects for commercial analytics. the bulk of the work will be in areas of data exploration, analytic design and consulting, and model design and implementation using advanced statistical, machine learning (ml), and artificial intelligence ai methods.   guide and inspire the organization about the business potential and strategy of data science, ml, and ai identify data-driven/ml business opportunities research in new and emerging analytic methods and apply them to the development of new business solutions contribute to the continuing education of data scientists as an expert and leader in an area of advanced analytic e.g. optimization support and contribute to data science projects as a technical subject matter expert in analytic method within commercial analytics exploratory data analysis, identifying analytic opportunities and challenges contribute to business analytics projects using statistical analysis, machine learning, and visualization techniques to various data, such as regression, classification, linear optimization, and deep learning. advise data scientists on best practices for the clear visualization and interpretation of analytic results experimental design, hypothesis testing, and metrics to accurately measure the performance if analytic products meeting the needs of the business integrate domain knowledge into the analytic solutions (for example, from an understanding of financial risk, customer journey, quality prediction, sales, marketing) collaborate with ml operations (mlops), data engineers, it resources, and business customers to evaluate and implement ml deployment options support monitoring the execution and health of production ml models within an area of analytic expertise advise on best practices around analytic production infrastructure train other business and it staff on basic data science principles and techniques promote collaboration with the data science coe within an area of analytic expertise  eoe/disability/veteran  eoe / disability / veteran  at stellantis, we assess candidates based on qualifications, merit and business needs. we welcome applications from people of all gender identities, age, ethnicity, nationality, religion, sexual orientation and disability. diverse teams will allow us to better meet the evolving needs of our customers and care for our future.  our benefits reflects the stellantis commitment to helping you reach your personal and professional goals. in addition to an environment that promotes career development, we offer benefits for a healthy lifestyle and a rewarding future, designed to take care of you and your family, in various stages of life.  as a global company, our employee packages will vary by country, customary norms and the legal entity into which you are hired.",3.6,"Stellantis
3.6","Auburn Hills, MI",10000+ Employees,2021,Company - Public,Transportation Equipment Manufacturing,Manufacturing,$10+ billion (USD),0,0,96.0,135.0,115.5,Stellantis,MI,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,na,na,na,4393,656
Sr Data Scientist,$128K - $171K (Glassdoor est.),"about the company albertsons companies is at the forefront of the revolution in retail. with a fixation on raising the bar with innovation and building belonging through our culture, our team is rallying our company around a unique purpose: to create joy around each table and inspire a healthier tomorrow for every community. albertsons companies is one of the largest food and drug retailers in the united states, with over 2,200 stores in 34 states and the district of columbia. our well-known banners include albertsons, safeway, vons, jewel-osco, shaw's, acme, tom thumb, randalls, united supermarkets, pavilions, star market, haggen, carrs, kings food markets, and balducci's food lovers market. we support our stores with 22 distribution centers and 19 manufacturing plants.",3.4,"Albertsons Companies
3.5","Pleasanton, CA",10000+ Employees,1939,Company - Public,Grocery Stores,Retail & Wholesale,$10+ billion (USD),0,0,128.0,171.0,149.5,Albertsons Companies,CA,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,sr,na,sr,781,120
Data Scientist 5,Employer Provided Salary:$126K - $270K,"job responsibilities design and prototype machine learning algorithms for epg equipment intelligence concept and feasibility needs. work with epg productivity team, gpe sw&c, csbg, gpe platform team, data scientists in the company, to design and develop machine learning algorithm to serve the robustness/consistency requirement and performance requirement in accuracy, speed/cost for epg product in automation. define interface to sw through performance requirement, system requirement defined by epg/platform product, and interaction/alignment with sw&c, csbg. follow pdr and sw development process for requirement, design, documentation and testing.",4.0,"Lam Research
4.0","Fremont, CA",10000+ Employees,1980,Company - Public,Electronics Manufacturing,Manufacturing,$5 to $10 billion (USD),0,1,126.0,270.0,198.0,Lam Research,CA,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,na,na,na,652,85
MS Healthcare Data Scientist - Analytics,$81K - $112K (Glassdoor est.),"company description  learn how we’re delivering a better state of care. we build upon our tradition of excellence in patient care and innovation, to be a national leader in the transformation of health care. proud to be recognized by forbes to the america’s best large employers for 2022, umms' flagship academic campus, the university of maryland medical center in baltimore, is recognized regionally and nationally for excellence in specialized care. university of maryland medical system (umms) delivers comprehensive health care services throughout maryland. umms physicians and patient care teams work hand-in-hand with university of maryland school of medicine specialists to provide primary and specialty care at more than 150 locations across the state, including a network of academic, community and specialty hospitals that together provide 25% of all hospital-based care in maryland.",3.3,"University of Maryland Medical System
3.3","Linthicum Heights, MD",10000+ Employees,1984,Self-employed,Health Care Services & Hospitals,Healthcare,$1 to $5 billion (USD),0,0,81.0,112.0,96.5,University of Maryland Medical System,MD,39,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,na,na,na,894,133
Contract - Data Scientist,Employer Provided Salary:$75.00 - $100.00 Per Hour,"the contract - data scientist role is a short-term contract position with an expected duration of approximately 5 months. this role will combine data science, machine learning and engineering as well as ability to create a simple webapp to solve critical path challenges for health care professionals. as the covid pandemic highlighted, healthcare providers need to be able to quickly identify unavailable medical products and source clinically equivalent medical products. the role will take existing data and infrastructure to complete and improve a rudimentary existing solution. determining the orderability of a medical product and identifying clinically equivalent substitutes are challenging problems that can be solved through clever use of machine learning data science. essential duties: work with smes to understand backorders and substitutions.",3.6,"Global Healthcare Exchange, Inc.
3.6","Louisville, CO",501 to 1000 Employees,2000,Company - Private,Enterprise Software & Network Solutions,Information Technology,$5 to $25 million (USD),1,1,144.0,192.0,168.0,"Global Healthcare Exchange, Inc.",CO,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,na,na,na,856,123
Data Scientist,$96K - $132K (Glassdoor est.),"archetype’s analytic insights consulting practice develops insights for our customers through innovative technology solutions. archetype sees the value in data science and self-service analytics, providing these capabilities to our customers. at archetype, you will get to work with the best of breed products that include snowflake, fivetran, dbt, tableau, thoughtspot, dataiku, datarobot and partner with our strong growing consulting team. job description archetype is seeking a data scientist to work with our customers and prospects to educate them on machine learning best practices and implantation. this role’s responsibilities include: working with prospects’, customer’ and archetype’s executives, data analyst, product managers, data architects, and engineers to define requirements, design solutions, and build/test/deploy these solutions",4.2,"Archetype
4.2","Boston, MA",51 to 200 Employees,2006,Company - Private,Business Consulting,Management & Consulting,$5 to $25 million (USD),0,0,96.0,132.0,114.0,Archetype,MA,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,data scientist,na,na,na,850,113
Principal CoE Data Scientist,$135K - $183K (Glassdoor est.),"site name: usa - pennsylvania - philadelphia, durham blackwell street, usa - pennsylvania - king of prussia posted date: sep 6 2023  principal data scientist, you will be responsible for defining and developing the ai strategy and leading a team through project execution. you will deliver impactful analytical insights and recommendations of new technologies to ensure optimal decision-making. you will also focus on delivering productivity improvements, while building trust with stakeholders internally and externally. you will join the advanced ai and insights team that is part of our global supply chain digital and tech organization.",4.1,"GSK
4.1","Durham, NC",10000+ Employees,1830,Company - Public,Biotech & Pharmaceuticals,Pharmaceutical & Biotechnology,$10+ billion (USD),0,0,135.0,183.0,159.0,GSK,NC,193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,sr,na,sr,640,96
Data Scientist Postdoc,Employer Provided Salary:$61K - $92K,"job id: 13231  location: newport news, va  category: science  division: cst division  position type: term   phd   none   yes  position description  come join our team at jefferson lab, where great minds matter .  09/05/23 $61,100 - $91,700 (pd) hybrid (combination of on-site and remote work based on business need)   jefferson lab is a nuclear physics research facility funded by office of science of the department of energy. the computational sciences and technology (cst) division is responsible for the support of scientific computing projects and the computing infrastructure that advance the science mission of the laboratory. the mission for the data science department is to develop and apply advance data analytics to advance the jefferson lab scientific objective and regional scientific efforts. the data science department at jefferson lab is conducting research and development in machine learning and data analysis focused on:  generative ai  scalable machine learning  automated and autonomous for design and control applications  robust and scalable machine learning (ml)/artificial intelligence (ai) solutions  this 2+ year appointment (contingent on continued funding) will focus on projects aimed at applying data science methods to relevant jefferson lab mission projects.  jefferson lab is hiring up to 2 data scientist postdocs.  essential skills & job functions  discipline, principal job duties/expectations, and qualitative and quantitative measures of performance:  conduct technical research in areas of interest to the projects  publish research results in highly visible, peer-reviewed venues (conferences & journals)  develop and maintain high quality software for data science projects (machine learning & uncertainty quantify)  interact with internal and external researchers and domain scientists for collaboration purposes  participate and potentially lead technical presentations on the work  participate in team meetings and interact with funding clients  the candidate will have a background in a relevant area of computer science and/or data science and some experience with ml/ai. applicants must be able to work with a diverse group of subject matter experts, possess good communication skills, and have relevant technical knowledge.   phd degree or greater in computer science, data science, applied mathematics, computer engineering, or a closely related technical area.  peer-reviewed publication record in data sciences, machine learning or a closely related area   proficiency in python and familiarity with publicly available technical libraries for data analytics (e.g. scikit-learn), deep learning (e.g. pytorch, tensorflow) and optimization tools. ability to work with large datasets and mine relevant information for use in ai/ml applications proactive, highly motivated self-starter with demonstrated experience with contributing and leading tasks on major projects with multi-disciplinary teams. demonstrated ability to develop approaches and solutions to complex problems in the forms of proposals, software, documents or other work products. must be able to operate computer equipment in an office or laboratory environment ability to clearly communicate and report the progress on tasks and projects strong interpersonal skills and ability to effectively work on project teams  about jefferson lab  join a community with a common purpose of solving the most challenging scientific and engineering problems of our time. the jefferson lab campus is located in southeastern virginia amidst a vibrant and growing technology community.  a career at jefferson lab is more than a job. you will be part of “big science” and work alongside top scientists and engineers from around the world unlocking the secrets of our visible universe. managed by jefferson science associates, llc; thomas jefferson national accelerator facility is entering an exciting period of mission growth and is seeking new team members ready to apply their skills and passion to have an impact. you could call it work, or you could call it a mission. we call it a challenge. we do things that will change the world.  total rewards at jefferson lab  at jefferson lab, we believe that a comprehensive employee benefits program is an important and meaningful part of the compensation employees receive. our benefits program includes, but is not limited to:  medical, dental, and vision care plans flexible spending accounts paid time-off and leave programs (vacation, holidays, sick leave) 401(k) plan – 9% lab contribution; 100% vested flexible work arrangements (hybrid & alternate work schedules available) tuition assistance, training and professional development programs live near the waterways of the chesapeake bay region with access to nearby beaches, mountains, and all major metropolitan centers on the east coast  jefferson science associates, llc (jsa) manages and operates the thomas jefferson national accelerator facility (jefferson lab). jsa is an equal opportunity employer and does not discriminate in hiring or employment on the basis of race, color, religion, ethnicity, sex, sexual orientation, gender identity, national origin, ancestry, age, disability, or veteran status or on any other basis prohibited by federal, state, or local law. as part of the jsa’s equal employment opportunity policy, we also take affirmative action as called for by applicable laws and executive orders to ensure that minority group individuals, females, disabled veterans, recently separated veterans, other protected veterans, armed forces, and qualified disabled persons are introduced into our workforce and considered for promotional opportunities.  jsa is committed to providing reasonable accommodations for persons with disabilities (unless doing so will result in an undue hardship). if you need a reasonable accommodation for any part of the employment process, please send an e-mail to employment @ jlab.org or call (757) 269-7598 to provide the nature of your request. reasonable accommodations are considered on a case-by-case basis.  employment with jsa is conditional upon doe approval if at any time during your employment you are participating in a foreign government talent recruitment program or affiliated activity. generally, such programs/activities include any foreign-state-sponsored attempt to acquire u.s.-funded scientific research through programs run or funded by the government that target scientists, engineers, students, academics, researchers, and entrepreneurs of all nationalities working or educated in the united states. this includes positions or appointments, both domestic and foreign, titled academic, professional, or institutional appointments whether or not remuneration is received and whether full-time, part-time or voluntary.",4.1,"Jefferson Lab
4.1","Newport News, VA",501 to 1000 Employees,1984,Government,National Agencies,Government & Public Administration,$100 to $500 million (USD),0,1,61.0,92.0,76.5,Jefferson Lab,VA,39,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,na,na,na,6796,1018
Principal Data Scientist,$139K - $190K (Glassdoor est.),"this is a remote role*  adela summary: adela’s mission is to develop innovative and accessible technologies that harness biology and change the way we diagnose and treat disease. ‍ adela’s genome-wide methylation enrichment technology was originally developed by chief scientific officer dr. daniel de carvalho, phd, at university health network’s princess margaret cancer centre. ‍ adela is initially planning to develop the technology for use across the entire cancer continuum—for detection, diagnosis and management of disease.",-1.0,"Adela, Inc.","New Haven, CT",1 to 50 Employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable,0,0,139.0,190.0,164.5,"Adela, Inc",CT,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,sr,na,sr,531,77
